user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation
Maxime_31,11,19:43,2017,40:38,2017,1:27:55,2017,3:01:05,2017,"1,400 mi",230,217 hrs,"81,566 ft"
Daghe34,11,21:42,2015,47:02,2015,1:42:53,2016,,,473 mi,80,72 hrs,"32,907 ft"
lachtiteceline,11,9:50.5,2016,23:03,2016,2:04:08,2016,,,394 mi,91,59 hrs,"6,593 ft"
damienpamias,11,19:20,2016,40:22,2017,1:36:24,2017,,,474 mi,79,83 hrs,"53,409 ft"
fred81570,10,20:04,2017,41:16,2018,1:39:52,2017,3:46:45,2015,"3,958 mi",379,386 hrs,"162,713 ft"
calson81,11,13:56,2017,29:37,2017,1:07:09,2017,,,"2,489 mi",400,270 hrs,"22,623 ft"
065e8431-d158-4d7f-b0d0-8036d048f72e,11,17:37,2017,,,1:21:34,2017,,,"1,027 mi",133,125 hrs,"19,124 ft"
MONSEG,11,19:13,2016,39:55,2016,1:29:48,2016,3:33:32,2016,"2,497 mi",194,280 hrs,"193,773 ft"
Quentin310,11,19:17,2014,39:25,2015,1:27:05,2017,3:14:09,2015,"1,106 mi",135,97 hrs,"25,765 ft"
sylvano81OM,11,17:51,2016,37:06,2015,1:25:28,2016,2:57:12,2016,"1,598 mi",346,226 hrs,"25,995 ft"
MATT85300,11,20:32,2017,49:21,2017,2:09:48,2017,,,486 mi,100,82 hrs,"36,870 ft"
Scorta,9,18:34,2017,37:59,2017,1:29:09,2017,3:05:19,2017,"2,700 mi",331,267 hrs,"74,278 ft"
Lemben49,9,23:36,2017,48:00,2016,2:04:11,2017,,,,,,
anthonyleblanc,10,,,44:59,2012,1:41:58,2014,,,180 mi,50,40 hrs,"4,180 ft"
jeffooooooo,11,24:21,2015,49:52,2016,1:55:17,2015,,,366 mi,28,37 hrs,"10,728 ft"
chaigneauv,10,24:29,2017,52:18,2016,2:03:52,2017,,,555 mi,63,116 hrs,"49,334 ft"
G-C-N,11,33:49,2017,43:06,2018,2:30:01,2018,4:23:03,2018,"4,361 mi",1393,855 hrs,"208,018 ft"
davidburon,10,,,42:17,2013,1:42:54,2013,,,547 mi,79,78 hrs,"19,852 ft"
b15cee07-adeb-4af1-ac35-0d6dd7bf2b91,11,26:41,2018,54:59,2018,2:08:42,2017,,,465 mi,45,82 hrs,"5,541 ft"
d0d407cf-6417-4b00-bb4d-6c5c6acba549,11,22:16,2017,45:40,2018,1:44:37,2018,,,492 mi,50,65 hrs,"9,767 ft"
_GRU_,11,23:14,2013,45:26,2011,1:45:21,2011,4:48:59,2012,"4,097 mi",584,514 hrs,"111,041 ft"
9cf1012c-b602-487b-9ef6-ad62fd3f8384,11,22:48,2017,47:47,2017,1:46:30,2017,,,514 mi,89,80 hrs,"13,216 ft"
GregZad,11,21:20,2016,45:53,2016,1:41:26,2016,4:10:02,2016,611 mi,120,92 hrs,"14,449 ft"
880f6018-133f-402f-834a-47234af1ce9c,11,22:09,2018,46:58,2017,1:50:13,2017,,,716 mi,153,143 hrs,"26,354 ft"
Luciano7777,11,23:48,2017,48:12,2017,3:01:54,2016,6:39:21,2016,562 mi,86,80 hrs,"11,636 ft"
Lupin86,11,20:32,2017,42:30,2017,1:39:34,2017,4:15:57,2017,"1,194 mi",110,138 hrs,"66,952 ft"
zalatella,11,16:26,2017,38:27,2017,1:23:59,2017,3:00:56,2017,"1,705 mi",195,206 hrs,"52,563 ft"
pippobrancavitello,11,25:42,2017,57:38,2017,2:16:44,2017,,,"1,376 mi",250,246 hrs,"139,898 ft"
SimoneVitali01,11,,,33:34,2018,1:51:59,2017,,,507 mi,76,75 hrs,"8,841 ft"
Andrei65,1,21:21,2017,47:17,2016,1:44:06,2016,3:43:25,2016,"6,562 mi",1651,"1,209 hrs","55,665 ft"
BeaNigolian,1,24:11,2017,49:00,2017,1:43:27,2016,,,"1,579 mi",190,198 hrs,"45,947 ft"
littlegain,4,23:43,2017,45:21,2017,1:58:43,2017,,,"1,695 mi",172,310 hrs,"98,039 ft"
Aleksandra1810,4,24:49,2014,50:30,2014,1:58:40,2015,,,0 mi,0,0 hrs,0 ft
dardeville999,4,20:41,2016,43:39,2016,1:41:52,2017,,,"1,833 mi",283,302 hrs,"23,028 ft"
B.DEL,7,18:24,2015,37:40,2017,1:23:24,2015,3:30:46,2017,"1,237 mi",173,169 hrs,"29,347 ft"
Humeau_Willy,11,21:53,2015,45:01,2015,1:47:19,2015,,,322 mi,74,74 hrs,"23,434 ft"
guillaumeom,11,34:48,2013,1:08:33,2013,1:41:40,2014,3:40:35,2014,268 mi,35,39 hrs,"10,138 ft"
Arnaud.hacault,9,22:18,2017,44:56,2017,1:42:52,2017,5:28:00,2016,624 mi,96,98 hrs,"13,394 ft"
izariv,11,,,51:30,2015,1:54:12,2010,4:09:57,2016,943 mi,211,216 hrs,"69,138 ft"
Guemsyl,11,20:51,2017,44:20,2017,1:42:18,2017,,,843 mi,131,70 hrs,"19,288 ft"
SimonMarie,11,19:34,2014,41:08,2015,1:27:28,2013,3:18:05,2013,0 mi,0,0 hrs,0 ft
jerome3859,2,20:23,2017,41:44,2014,1:34:55,2017,3:49:31,2014,"1,265 mi",218,242 hrs,"133,643 ft"
Antho38,3,18:38,2017,38:17,2017,1:28:35,2017,3:23:52,2015,"1,490 mi",187,196 hrs,"153,912 ft"
FlorenceA,7,24:12,2014,50:10,2015,1:53:08,2014,4:14:07,2015,404 mi,72,72 hrs,"24,151 ft"
nicktoto33,6,21:42,2015,44:09,2015,1:38:29,2015,3:39:07,2015,"1,929 mi",152,199 hrs,"49,626 ft"
embrunman13h51,9,40:49,2016,,,1:39:57,2013,,,"3,438 mi",252,305 hrs,"213,533 ft"
Daniel_Fernandez,10,20:36,2016,41:07,2017,1:37:26,2017,,,828 mi,140,118 hrs,"20,542 ft"
antoniogerezs,11,20:39,2017,43:48,2017,1:33:43,2017,,,"4,076 mi",237,330 hrs,"233,362 ft"
AYOTRI,11,14:54,2014,31:04,2015,1:12:16,2011,2:38:23,2013,"2,697 mi",639,291 hrs,"145,331 ft"
Franfireman,11,19:53,2017,41:07,2017,1:30:26,2017,,,"4,324 mi",303,398 hrs,"265,607 ft"
antoinesageste,10,19:53,2016,41:44,2017,1:43:15,2017,3:51:17,2017,"1,964 mi",182,182 hrs,"66,596 ft"
BICHMOUN,11,15:42,2016,40:12,2016,1:26:55,2016,3:50:14,2014,986 mi,133,120 hrs,"29,596 ft"
RMN_KLB,11,18:00,2017,37:19,2017,1:21:38,2017,3:00:46,2017,"6,161 mi",408,566 hrs,"249,787 ft"
6476e4b8-caaa-47ec-a865-ba1f76291ea7,10,24:11,2017,49:28,2017,1:56:21,2018,5:48:23,2018,"2,374 mi",480,355 hrs,"113,097 ft"
antoineguenin,11,18:39,2017,43:00,2017,1:43:38,2017,,,"1,151 mi",244,201 hrs,"107,510 ft"
3bac8916-df31-45e3-893c-c8e9858351fe,11,19:26,2017,39:16,2017,2:07:03,2017,,,297 mi,56,47 hrs,"4,211 ft"
titblum,11,19:50,2016,36:07,2016,1:20:14,2016,,,463 mi,87,65 hrs,"67,141 ft"
faaslight,10,16:09,2016,33:54,2016,1:16:48,2017,2:53:41,2017,"1,222 mi",242,189 hrs,"35,931 ft"
AlexWilsonWoodleg,11,15:27,2016,32:05,2016,,,2:41:23,2016,"2,054 mi",325,258 hrs,"44,772 ft"
axelius,11,16:29,2017,37:13,2017,1:21:59,2016,3:03:55,2015,"1,858 mi",176,260 hrs,"152,917 ft"
SabertoothRC,11,22:15,2016,48:30,2016,1:56:11,2016,,,0 mi,0,0 hrs,0 ft
Bethonnier,11,16:44,2017,33:23,2014,1:16:32,2017,,,"1,973 mi",440,258 hrs,"57,338 ft"
Blond_Runner,11,21:13,2016,44:04,2016,1:49:44,2016,,,"1,718 mi",339,173 hrs,"33,089 ft"
Tutur75,11,19:27,2016,41:25,2015,1:35:29,2017,,,904 mi,119,128 hrs,"32,728 ft"
rhapsodytom,11,4:54.7,2014,37:22,2015,,,3:13:50,2015,"1,248 mi",235,180 hrs,"34,809 ft"
Le_Condor,11,21:41,2016,43:50,2016,1:41:08,2017,3:46:08,2017,923 mi,131,138 hrs,"122,425 ft"
Jrun4fun,11,15:17,2017,33:09,2017,1:16:18,2016,3:53:47,2016,"1,910 mi",421,264 hrs,"74,496 ft"
SebPoirier,11,18:04,2017,39:19,2017,1:24:16,2016,3:13:53,2016,"1,950 mi",208,271 hrs,"126,795 ft"
Runsofun,10,23:29,2017,48:27,2016,1:50:01,2017,,,,,,
cefrance,11,18:57,2017,39:15,2015,1:26:30,2010,3:19:00,2010,"2,943 mi",296,328 hrs,"115,290 ft"
borislintignat,11,,,36:42,2015,1:22:51,2016,3:02:20,2015,"2,177 mi",237,249 hrs,"69,802 ft"
RodrigoSilva,10,23:14,2016,48:37,2016,1:49:17,2018,4:00:48,2017,"2,075 mi",296,303 hrs,"112,951 ft"
AliceStJames,11,22:25,2015,47:32,2015,1:47:34,2017,4:12:18,2016,"2,353 mi",419,312 hrs,"17,038 ft"
MELISSAFUJITANI,11,26:07,2015,53:49,2015,1:55:32,2015,4:23:11,2015,"1,339 mi",199,248 hrs,"81,463 ft"
Tristan94,10,17:53,2016,36:17,2016,1:23:10,2015,3:54:29,2014,"1,774 mi",107,121 hrs,"42,950 ft"
G-C-N,11,33:49,2017,43:06,2018,2:30:01,2018,4:23:03,2018,"4,361 mi",1393,855 hrs,"208,018 ft"
Celosports,11,16:55,2015,34:12,2017,1:26:30,2014,3:19:28,2014,"2,916 mi",286,242 hrs,"103,317 ft"
DougJe,11,23:37,2016,51:08,2016,1:53:38,2016,,,445 mi,57,53 hrs,"4,791 ft"
EricS102,11,20:45,2016,46:02,2016,1:56:24,2015,,,0 mi,0,0 hrs,0 ft
lucas.hermouet,11,22:15,2017,45:39,2017,1:40:48,2016,4:33:47,2017,344 mi,51,66 hrs,"21,460 ft"
PoumonAMG,11,18:17,2016,43:54,2015,1:33:21,2015,3:40:59,2016,74 mi,18,13 hrs,"1,389 ft"
QuentinMonmert,11,17:51,2015,36:17,2015,1:20:46,2015,,,"7,488 mi",564,522 hrs,"222,743 ft"
supacony,11,21:04,2015,44:32,2015,1:39:11,2015,3:57:31,2015,"1,079 mi",208,152 hrs,"20,802 ft"
niclas.77,11,19:35,2018,40:06,2018,1:32:12,2015,3:31:10,2015,"4,176 mi",754,403 hrs,"129,802 ft"
Bencharp,10,16:38,2017,42:06,2017,1:57:01,2017,,,"5,491 mi",358,479 hrs,"281,184 ft"
Rom1jaeger,11,19:52,2017,47:51,2017,2:04:24,2017,4:09:29,2017,"3,198 mi",209,294 hrs,"181,201 ft"
ebeguinRunner,10,,,43:37,2011,1:41:13,2015,3:51:08,2014,13 mi,2,2 hrs,106 ft
Fred_Fer,11,22:50,2016,44:02,2014,2:18:49,2013,,,"3,579 mi",294,390 hrs,"142,149 ft"
kianel,11,23:17,2016,52:10,2016,1:57:17,2017,4:19:18,2016,"3,432 mi",341,385 hrs,"88,245 ft"
gorwood,11,,,,,1:44:00,2014,3:55:00,2014,"2,197 mi",220,287 hrs,"98,212 ft"
nunomps,11,19:06,2016,39:20,2014,1:27:04,2015,3:13:51,2017,"6,046 mi",413,492 hrs,"227,129 ft"
xavierfano,11,16:01,2016,32:39,2016,1:25:20,2016,3:36:49,2013,"4,496 mi",143,499 hrs,"271,827 ft"
Arnodissy,11,,,43:42,2014,1:36:00,2014,4:25:47,2015,0 mi,0,0 hrs,0 ft
Mongadu64,11,15:52,2012,32:17,2012,1:15:47,2012,4:17:24,2014,"1,281 mi",188,163 hrs,"59,806 ft"
Paulo1990,11,17:30,2017,38:30,2015,1:26:49,2017,3:28:47,2014,"6,373 mi",549,594 hrs,"214,145 ft"
yassbaji,11,21:32,2016,46:06,2017,1:41:41,2017,,,"3,671 mi",307,413 hrs,"158,196 ft"
ixxxen,11,,,37:43,2013,1:23:08,2013,3:02:00,2017,"8,270 mi",808,831 hrs,"383,999 ft"
Juls92,11,27:29,2014,43:16,2011,1:34:59,2010,3:50:10,2014,0 mi,0,0 hrs,0 ft
B_PETIT,0,21:24,2015,43:57,2015,1:34:40,2017,3:36:24,2017,"1,719 mi",202,225 hrs,"42,460 ft"
F310Martin,8,,,47:05,2013,1:57:06,2013,,,0 mi,0,0 hrs,0 ft
Kuffew,3,21:06,2015,42:57,2015,1:38:42,2014,3:44:57,2014,"1,208 mi",156,203 hrs,"106,637 ft"
YacineJ,5,22:23,2016,45:16,2016,1:32:48,2016,,,0 mi,0,0 hrs,0 ft
bab90d86-2888-4c39-8713-63b97ecf6b85,10,16:45,2017,36:27,2017,1:20:52,2017,,,,,,
littlegain,11,23:43,2017,45:21,2017,1:58:43,2017,,,"1,695 mi",172,310 hrs,"98,039 ft"
065e8431-d158-4d7f-b0d0-8036d048f72e,11,17:37,2017,,,1:21:34,2017,,,"1,027 mi",133,125 hrs,"19,124 ft"
edsonis,11,16:33,2017,36:00,2017,1:25:11,2013,,,952 mi,294,108 hrs,"32,014 ft"
harristsafaras,11,20:39,2017,48:26,2017,1:46:54,2017,,,518 mi,174,104 hrs,"28,735 ft"
Jairo_runner,11,23:06,2016,46:57,2016,1:49:49,2017,3:58:38,2016,"1,054 mi",164,230 hrs,"55,928 ft"
jozefmiko,11,18:24,2017,39:31,2017,1:29:57,2016,3:18:48,2017,"2,202 mi",342,296 hrs,"78,445 ft"
JurajTerek,11,18:18,2014,36:06,2015,1:19:49,2015,2:47:55,2015,"2,403 mi",342,374 hrs,"196,420 ft"
Kattija,11,18:09,2017,38:07,2017,1:45:26,2017,,,"2,408 mi",733,444 hrs,"34,249 ft"
slejvik_svk,11,21:01,2016,43:51,2016,1:46:20,2016,,,"1,159 mi",250,204 hrs,"33,525 ft"
MarianHabsuda,11,19:42,2016,39:39,2015,1:30:35,2015,3:48:19,2014,"1,586 mi",319,311 hrs,"104,472 ft"
be2702bc-e172-4861-99e1-540a77ff8fb6,11,19:37,2017,39:46,2017,1:45:11,2017,,,676 mi,168,116 hrs,"35,382 ft"
Monkey880,11,22:19,2017,46:10,2017,1:50:26,2017,,,"1,405 mi",194,267 hrs,"43,533 ft"
Lesky65,11,,,41:11,2014,1:32:10,2014,,,"1,209 mi",215,196 hrs,"39,113 ft"
radovan.bobrik,11,17:04,2017,42:57,2015,1:40:47,2015,4:47:20,2015,,,,
RafaelAlves2157,11,18:01,2017,40:27,2017,1:32:55,2017,,,"1,077 mi",172,138 hrs,"25,772 ft"
89c8abfd-209d-4075-8e25-f6cc65ccc2a6,11,19:17,2017,41:17,2017,1:34:51,2017,,,"1,620 mi",295,258 hrs,"99,761 ft"
Strco,11,18:59,2017,39:42,2015,1:33:42,2016,,,378 mi,84,60 hrs,"21,299 ft"
Vlado21,11,17:08,2018,36:31,2016,1:20:22,2017,3:10:05,2017,"3,625 mi",594,432 hrs,"174,694 ft"
pavuk23,11,19:55,2014,38:52,2015,1:27:29,2013,3:16:21,2014,"1,247 mi",223,219 hrs,"168,481 ft"
TiborTRI,10,21:17,2016,43:03,2016,1:32:22,2016,3:06:13,2016,"4,295 mi",240,386 hrs,"256,068 ft"
5h1n0,11,19:30,2014,40:55,2014,1:29:05,2014,,,630 mi,118,92 hrs,"24,905 ft"
Pawlik,3,30:53,2016,49:31,2016,1:49:53,2016,,,903 mi,153,156 hrs,"109,644 ft"
jarek666777,4,18:49,2016,38:17,2017,1:23:46,2017,3:00:01,2017,"3,744 mi",244,391 hrs,"219,216 ft"
joSko_swr,6,20:20,2017,41:08,2017,1:34:05,2017,,,"1,172 mi",288,234 hrs,"51,798 ft"
6f40d0fb-0094-4a5c-a235-95ccfbc0f928,7,23:33,2017,,,,,5:15:40,2017,269 mi,45,69 hrs,"48,940 ft"
JurajZ,2,20:34,2017,46:06,2017,1:39:01,2017,3:23:40,2017,"1,187 mi",187,191 hrs,"39,466 ft"
Ludvicek,11,,,,,1:37:00,2017,,,,,,
stieranka,11,20:14,2017,38:22,2013,1:37:17,2017,3:08:49,2013,"1,733 mi",300,368 hrs,"118,258 ft"
dvorozh,11,18:37,2017,38:08,2017,1:21:48,2017,2:51:04,2016,"3,286 mi",377,446 hrs,"130,269 ft"
petkoo,11,17:23,2016,35:32,2016,1:23:09,2015,,,"2,240 mi",297,271 hrs,"59,288 ft"
goda,10,18:55,2016,38:42,2015,1:27:40,2015,,,"2,056 mi",338,393 hrs,"228,652 ft"
AndrejFoltin,11,16:13,2015,33:46,2014,1:14:12,2015,,,"3,162 mi",368,423 hrs,"268,442 ft"
Dabl,11,18:00,2016,43:07,2016,1:52:08,2015,4:01:40,2014,674 mi,92,193 hrs,"96,764 ft"
Daducha,11,26:17,2017,55:56,2017,2:02:43,2017,,,459 mi,109,151 hrs,"41,946 ft"
duchco23,11,19:12,2017,41:47,2014,1:34:24,2017,,,"3,466 mi",297,368 hrs,"229,062 ft"
jozefmraz,11,17:18,2015,35:55,2015,1:20:37,2015,3:17:13,2013,"2,507 mi",344,431 hrs,"241,273 ft"
gilmurko,0,,,40:25,2014,1:28:52,2013,3:12:09,2012,"1,527 mi",287,203 hrs,"20,890 ft"
AlzbetaUradnikova,1,21:30,2016,43:49,2016,1:38:22,2016,3:54:51,2017,"1,003 mi",160,157 hrs,"86,934 ft"
kovop,6,16:00,2017,33:55,2017,1:18:15,2016,,,"3,100 mi",468,368 hrs,"209,139 ft"
Bengo,8,21:31,2016,44:51,2016,2:02:53,2017,,,"6,092 mi",441,746 hrs,"309,389 ft"
PeterMadel,11,23:26,2013,52:03,2017,1:57:34,2014,,,"5,761 mi",208,464 hrs,"339,292 ft"
LukiStrelka,11,20:18,2017,41:22,2017,1:32:50,2017,,,"1,156 mi",379,160 hrs,"43,027 ft"
Strakam,11,21:04,2017,44:05,2017,1:40:03,2017,,,"1,595 mi",490,227 hrs,"55,260 ft"
pistas,11,19:32,2017,39:48,2014,1:38:49,2013,3:24:25,2014,"1,011 mi",156,223 hrs,"137,875 ft"
AdkaSchmiedlova,11,20:18,2016,43:32,2016,1:53:40,2015,,,369 mi,102,91 hrs,"22,142 ft"
onofrej1,11,17:34,2014,35:56,2015,1:17:32,2016,4:04:14,2015,"3,326 mi",507,551 hrs,"201,732 ft"
Gabika_Kahler,11,22:46,2017,47:50,2016,1:54:30,2016,,,828 mi,272,133 hrs,"34,663 ft"
crazymanM22,11,18:30,2017,17:02,2016,48:27,2016,,,"2,148 mi",465,275 hrs,"143,153 ft"
Martinka1985,11,23:10,2017,49:28,2017,1:48:06,2016,3:55:56,2017,"1,824 mi",311,308 hrs,"122,058 ft"
Matej_Klesc,11,18:05,2016,38:25,2016,1:25:53,2017,3:39:57,2016,"1,838 mi",209,260 hrs,"153,081 ft"
michal1337,11,17:25,2018,37:39,2017,1:23:58,2017,3:26:32,2015,"2,706 mi",451,396 hrs,"192,543 ft"
petoremi,11,22:01,2017,45:42,2017,1:41:30,2017,,,539 mi,136,93 hrs,"47,441 ft"
silvopavlik,11,20:39,2016,43:17,2017,1:34:07,2017,3:37:30,2017,"2,103 mi",451,377 hrs,"69,275 ft"
Vlado_S,11,18:34,2015,39:22,2017,1:24:49,2017,3:08:05,2016,"2,015 mi",339,303 hrs,"122,073 ft"
pukes08,11,24:29,2016,52:29,2017,1:53:01,2017,4:21:00,2017,"1,091 mi",154,209 hrs,"44,545 ft"
marka88,9,24:58,2016,52:20,2016,2:01:19,2016,,,"1,412 mi",304,247 hrs,"65,244 ft"
adrian.vavrek,10,16:31,2016,33:32,2014,1:13:25,2012,2:43:39,2014,"1,468 mi",158,186 hrs,"98,593 ft"
jozko.varga,11,17:33,2016,36:54,2016,1:22:51,2013,2:57:43,2016,"3,100 mi",364,427 hrs,"210,276 ft"
pover3,11,15:55,2016,34:26,2016,1:14:37,2016,2:33:13,2015,"4,258 mi",425,570 hrs,"180,592 ft"
marstraka64,11,27:00,2015,56:00,2016,2:17:00,2015,,,0 mi,0,0 hrs,0 ft
mato75,11,19:09,2017,38:39,2016,1:28:26,2016,2:58:53,2016,"1,758 mi",173,260 hrs,"127,999 ft"
miso1970,11,16:38,2015,32:25,2012,1:14:17,2014,3:22:47,2017,"9,679 mi",834,674 hrs,"360,318 ft"
MicQej,11,19:17,2014,40:09,2014,1:27:29,2014,3:25:17,2017,"1,291 mi",181,210 hrs,"113,451 ft"
Irr820830,11,20:18,2015,39:20,2013,1:25:51,2014,3:32:27,2013,,,,
miro.kozarik,11,22:30,2017,46:47,2017,1:41:03,2016,,,"3,190 mi",197,346 hrs,"84,793 ft"
orbitalll,11,18:40,2016,38:36,2016,1:24:51,2015,2:59:36,2016,"3,141 mi",182,360 hrs,"295,000 ft"
petrik.ulicny,11,24:09,2017,51:52,2017,2:01:26,2017,,,"1,306 mi",288,224 hrs,"88,154 ft"
Richard_Zvolanek,11,33:38,2012,51:57,2012,,,3:08:56,2010,0 mi,0,0 hrs,0 ft
vladolipo1969,11,25:34,2017,36:04,2014,1:19:08,2013,,,303 mi,47,40 hrs,"15,406 ft"
jvnc95,11,17:26,2016,37:47,2016,1:25:16,2017,3:14:46,2017,"1,419 mi",241,210 hrs,"35,545 ft"
lubop68,11,20:17,2016,43:26,2016,1:35:09,2016,3:31:12,2016,"4,571 mi",336,408 hrs,"199,369 ft"
LubosMisko,11,,,,,1:26:44,2017,,,"1,683 mi",239,214 hrs,"91,512 ft"
Marathonvlk,11,19:03,2017,38:31,2014,1:28:48,2014,3:16:23,2017,"2,007 mi",249,311 hrs,"111,576 ft"
PLEWOOS,11,25:23,2014,54:43,2015,2:00:36,2014,,,8 mi,12,10 hrs,79 ft
Ferciii,10,29:15,2016,54:40,2016,2:14:42,2016,,,88 mi,46,25 hrs,"1,283 ft"
a.farkas2508,11,18:36,2016,38:26,2015,1:29:08,2016,3:07:27,2016,"2,347 mi",316,392 hrs,"237,444 ft"
Primatoris,11,22:53,2015,53:34,2015,2:00:01,2015,,,114 mi,21,18 hrs,"1,510 ft"
JanManduch,11,22:07,2017,47:47,2017,1:43:20,2017,,,"1,721 mi",287,253 hrs,"77,979 ft"
Bibby81,11,22:39,2016,45:57,2016,1:52:31,2017,,,"1,226 mi",251,175 hrs,"24,344 ft"
Lubosiak,11,18:41,2017,40:21,2017,1:27:53,2017,,,"1,956 mi",356,272 hrs,"50,782 ft"
LukasZahorec,11,16:36,2015,33:54,2015,1:16:27,2016,2:37:53,2016,"1,713 mi",251,238 hrs,"56,392 ft"
M42Sn,11,18:31,2018,37:13,2018,1:25:05,2017,2:58:04,2017,"2,415 mi",531,342 hrs,"54,893 ft"
MarcelTT,11,18:59,2017,38:30,2017,1:25:54,2017,2:57:47,2017,"2,053 mi",398,281 hrs,"29,491 ft"
metelka77,11,18:30,2016,37:42,2016,1:25:29,2016,2:57:59,2016,"2,226 mi",462,400 hrs,"49,870 ft"
marekpetrik71,11,22:10,2017,44:57,2017,1:38:58,2017,4:25:11,2017,"1,745 mi",267,295 hrs,"98,970 ft"
Kostinko,11,,,36:46:00,2016,1:36:58,2014,,,0 mi,0,0 hrs,0 ft
millo91,11,20:57,2015,44:33,2016,1:43:01,2015,,,466 mi,85,70 hrs,"13,416 ft"
JSlesar,11,22:02,2015,46:21,2014,1:42:59,2013,4:00:06,2014,122 mi,32,24 hrs,"9,203 ft"
sokiman,11,23:09,2015,44:52,2015,1:40:05,2016,,,112 mi,9,30 hrs,"2,598 ft"
tomka85,11,19:50,2014,40:18,2015,1:26:49,2015,3:14:00,2015,"1,289 mi",158,203 hrs,"96,818 ft"
3da3c2ea-6214-4f9e-8a3a-dde305cfc5a5,11,21:23,2017,47:08,2017,1:44:36,2018,,,"1,180 mi",231,193 hrs,"38,535 ft"
MartinParilak,10,19:47,2017,41:44,2017,1:32:16,2017,3:28:22,2017,"2,125 mi",271,345 hrs,"82,208 ft"
poljan,11,16:21,2017,35:28,2017,1:25:50,2017,3:04:55,2017,"2,093 mi",244,254 hrs,"149,209 ft"
RobikG,11,23:54,2017,49:27,2016,1:49:14,2016,4:14:11,2017,"2,441 mi",229,343 hrs,"230,521 ft"
roman.popikcentrum.sk,11,20:48,2013,44:26,2013,2:01:24,2013,,,359 mi,69,73 hrs,"22,464 ft"
7stewik7,11,19:46,2016,42:08,2016,1:32:05,2016,3:16:39,2016,685 mi,88,96 hrs,"22,568 ft"
Timka1998,10,23:52,2016,48:49,2014,1:53:56,2016,,,408 mi,48,63 hrs,"24,624 ft"
Wandalka,10,22:55,2017,47:31,2017,2:20:36,2017,5:16:14,2017,"2,157 mi",477,460 hrs,"174,422 ft"
Mireccc,9,19:29,2017,39:20,2016,1:27:37,2016,,,"2,055 mi",737,340 hrs,"78,127 ft"
dominikaron,11,,,1:40:32,2015,1:40:32,2015,,,663 mi,202,190 hrs,"68,793 ft"
RedajLubo,11,19:13,2017,43:00,2016,1:26:18,2017,3:29:43,2016,"3,028 mi",416,393 hrs,"253,288 ft"
elka.kostka,11,25:51,2014,54:12,2016,2:10:53,2014,,,923 mi,188,169 hrs,"50,483 ft"
joluska,11,24:54,2017,50:36,2014,2:19:16,2017,3:49:28,2014,"1,526 mi",174,365 hrs,"205,240 ft"
Duuskoo,10,16:39,2018,38:02,2018,2:07:49,2016,,,"1,912 mi",325,330 hrs,"211,924 ft"
david.ugray,11,23:26,2016,54:35,2015,2:02:34,2016,,,611 mi,110,102 hrs,"40,386 ft"
chupco,11,18:47,2015,38:13,2015,1:29:37,2015,,,"2,146 mi",518,346 hrs,"194,444 ft"
KrivdaTomas,11,17:10,2016,39:40,2016,1:32:16,2016,,,"1,264 mi",335,207 hrs,"113,639 ft"
Vojcek,11,15:13,2011,32:07,2012,1:18:38,2015,4:18:54,2014,"2,138 mi",422,397 hrs,"217,330 ft"
mirec.pilat,11,20:04,2015,38:07,2015,1:28:02,2015,,,,,,
