user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation
68dfffa3-ac8f-4e28-8230-29ff282de4c8,11,22:59,2017,49:01,2017,1:51:32,2017,4:28:40,2017,595 mi,90,104 hrs,"24,577 ft"
jpriverai,11,21:37,2017,44:30,2017,1:34:01,2017,3:33:00,2017,"1,277 mi",197,192 hrs,"43,623 ft"
SteveSterka,11,24:10,2016,55:21,2016,2:02:26,2016,4:30:29,2016,324 mi,74,47 hrs,"13,632 ft"
rmo_ra,9,18:43,2018,39:22,2017,1:23:09,2017,3:05:27,2018,"3,212 mi",303,339 hrs,"148,002 ft"
adrianmora,8,,,43:45,2017,1:33:45,2016,3:26:49,2017,"1,532 mi",218,234 hrs,"89,465 ft"
ccordoba,11,19:48,2016,41:56,2016,1:31:38,2013,3:52:11,2015,743 mi,173,183 hrs,"44,344 ft"
willysc24,11,20:16,2016,43:33,2016,1:29:30,2016,,,58 mi,39,11 hrs,"1,826 ft"
patasv,11,26:13,2015,54:53,2014,2:17:27,2014,,,0 mi,0,0 hrs,0 ft
georey27,10,17:59,2016,38:10,2016,1:33:28,2016,,,"3,405 mi",381,463 hrs,"103,771 ft"
CESAR9VA,11,17:30,2015,38:36,2016,1:29:02,2017,3:56:06,2013,"4,150 mi",332,304 hrs,"98,488 ft"
GioReyVar,11,22:08,2016,45:23,2016,1:42:14,2017,3:48:21,2016,"1,169 mi",171,201 hrs,"35,180 ft"
Sparkcr,11,,,49:03,2015,1:50:31,2015,,,0 mi,0,0 hrs,0 ft
LeoGamboa,11,16:27,2015,35:07,2016,1:31:21,2017,,,"2,426 mi",346,233 hrs,"144,167 ft"
leonardo.sm,11,19:57,2017,43:10,2017,1:54:43,2015,,,"3,691 mi",368,411 hrs,"187,984 ft"
MeliNutriFit,11,10:25,2017,51:10,2017,1:53:11,2017,,,"3,123 mi",631,612 hrs,"157,972 ft"
ArturoT8,11,,,38:05,2014,1:44:25,2014,,,"2,694 mi",163,178 hrs,"25,030 ft"
DIEGOVAZQUEZ,11,15:33,2013,33:49,2013,1:19:56,2014,,,237 mi,75,34 hrs,"2,113 ft"
misaeleon,11,21:01,2016,45:32,2017,1:55:08,2015,4:12:08,2018,"1,523 mi",515,227 hrs,"9,114 ft"
ranconab,11,21:54,2017,46:43,2017,2:03:31,2015,,,"2,651 mi",353,272 hrs,"6,232 ft"
ranconac,11,28:31,2017,57:47,2017,2:14:48,2016,,,657 mi,145,145 hrs,"2,853 ft"
AndresVK,9,21:18,2017,45:11,2017,1:42:25,2016,4:10:00,2017,"1,740 mi",211,307 hrs,"172,992 ft"
tonmariscal,11,25:53,2017,54:27,2016,2:01:54,2015,,,"1,130 mi",139,122 hrs,"16,010 ft"
davidesponja,11,20:09,2017,45:44,2017,2:07:19,2017,,,914 mi,160,151 hrs,"37,740 ft"
Huguiyo,11,19:00,2015,44:23,2015,1:37:26,2016,3:21:49,2015,"5,741 mi",430,532 hrs,"267,920 ft"
Grmn620,11,21:01,2017,42:39,2014,1:32:15,2017,3:19:16,2017,"2,640 mi",505,350 hrs,"35,557 ft"
chikitintin,11,19:10,2016,45:38,2016,1:45:21,2016,,,"3,377 mi",409,314 hrs,"151,493 ft"
castrale,10,24:13,2016,48:56,2016,1:58:37,2017,,,663 mi,119,113 hrs,"37,093 ft"
sterblumennach,11,21:42,2016,49:46,2016,1:47:32,2016,4:38:59,2016,598 mi,135,109 hrs,"15,483 ft"
druizdi,11,20:35,2016,47:44,2016,1:46:27,2016,,,716 mi,115,94 hrs,"29,072 ft"
Chandreani,10,23:37,2018,49:45,2017,1:58:52,2018,,,"1,851 mi",253,304 hrs,"56,000 ft"
cesar.cast.more,11,19:57,2017,43:24,2016,1:41:04,2017,,,658 mi,186,113 hrs,"153,402 ft"
Eduarrun,11,18:11,2017,36:33,2017,1:24:40,2017,3:02:31,2017,"1,699 mi",281,293 hrs,"30,641 ft"
Alejandro_Guerrero,0,25:29,2014,50:51,2013,2:03:03,2012,,,349 mi,154,100 hrs,"15,352 ft"
florjaguayana,0,24:13,2016,49:39,2017,1:51:40,2015,4:22:26,2016,802 mi,425,224 hrs,"29,068 ft"
AlfredoFeliciano,1,21:08,2015,43:40,2015,1:55:35,2015,,,690 mi,113,100 hrs,"29,377 ft"
Alfredo_Paredes,1,22:58,2016,48:18,2016,1:50:16,2016,,,273 mi,198,39 hrs,"8,976 ft"
7immyOST,3,29:00,2015,57:32,2015,2:17:26,2015,5:04:42,2015,386 mi,71,94 hrs,"26,064 ft"
AloCanche,4,26:13,2017,54:42,2018,2:03:20,2018,,,575 mi,198,105 hrs,"3,450 ft"
CAMTY1982,4,32:16,2018,1:06:54,2018,2:32:13,2018,,,303 mi,73,71 hrs,"6,741 ft"
5a619e20-2768-4ffc-a4ae-a09ee9fb60cf,5,25:33,2017,52:18,2017,2:01:34,2017,,,"1,407 mi",201,165 hrs,"20,277 ft"
ArturoDM,11,24:21,2014,57:09,2015,2:07:08,2014,,,45 mi,39,19 hrs,328 ft
frankmimen,11,16:46,2017,34:56,2017,1:22:40,2017,,,"3,835 mi",410,283 hrs,"96,198 ft"
cabers19,10,21:39,2016,44:41,2016,1:46:06,2017,3:41:24,2017,"2,492 mi",253,374 hrs,"209,052 ft"
benjagarcia,11,29:29,2017,1:00:45,2016,2:18:54,2016,,,358 mi,65,82 hrs,"23,836 ft"
arieldazac,11,27:29,2017,1:06:57,2017,2:43:05,2017,,,340 mi,148,60 hrs,"14,176 ft"
CorroSerratos,11,24:34,2016,53:57,2015,2:05:55,2015,4:28:21,2015,692 mi,190,165 hrs,"6,519 ft"
erinjonestriathlete,11,19:08,2016,42:29,2012,1:33:36,2015,,,"3,638 mi",474,507 hrs,"172,635 ft"
Superpampero,11,20:50,2017,42:14,2016,1:34:14,2017,,,"2,426 mi",317,341 hrs,"39,249 ft"
Tamiflu,11,20:13,2016,42:56,2016,1:55:27,2011,,,"9,845 mi",538,776 hrs,"121,219 ft"
librarianvampire,11,22:46,2016,47:58,2016,1:46:47,2016,3:57:37,2016,"1,698 mi",184,203 hrs,"13,038 ft"
Ferrolch,11,19:53,2015,41:54,2017,1:31:22,2017,3:22:00,2017,"1,302 mi",179,238 hrs,"41,476 ft"
MemoJaime,11,,,,,,,2:57:57,2015,"1,694 mi",244,283 hrs,"92,287 ft"
Darkrasec,11,18:38,2017,42:42,2017,1:34:27,2017,3:28:18,2017,763 mi,130,105 hrs,"23,647 ft"
Ricardomoran92,11,21:20,2016,50:53,2016,1:55:53,2016,4:16:55,2016,379 mi,81,62 hrs,"9,745 ft"
abrilferman,11,22:35,2017,46:13,2017,1:40:51,2017,3:49:06,2017,"1,488 mi",217,219 hrs,"30,695 ft"
Jasso,11,28:26,2017,59:12,2017,2:10:27,2017,5:09:12,2017,963 mi,314,162 hrs,"28,233 ft"
charlytriatlon,10,15:35,2016,36:23,2015,1:30:38,2015,3:11:51,2015,"6,617 mi",490,498 hrs,"289,272 ft"
ae3fb676-3273-4813-b11c-edee97b10d2e,11,38:20,2017,1:52:09,2017,4:14:36,2017,,,186 mi,30,64 hrs,"42,291 ft"
Bondesan76,11,21:03,2017,42:54,2016,1:33:48,2016,3:54:17,2017,"1,225 mi",157,185 hrs,"43,779 ft"
AlanEmmanuel,11,20:34,2015,47:03,2013,1:45:35,2013,,,"2,150 mi",250,219 hrs,"64,738 ft"
Alexander-Nuske,11,22:26,2017,45:56,2017,1:51:19,2017,3:48:31,2017,589 mi,87,93 hrs,"4,847 ft"
Anto2903,11,21:45,2017,42:48,2017,1:39:58,2016,3:40:40,2017,"2,254 mi",457,403 hrs,"66,316 ft"
carlbadi,11,24:59,2015,45:49,2014,1:50:07,2015,4:45:17,2012,"1,438 mi",161,161 hrs,"54,903 ft"
DougJe,11,23:37,2016,51:08,2016,1:53:38,2016,,,445 mi,57,53 hrs,"4,791 ft"
charlytriatlon,0,15:35,2016,36:23,2015,1:30:38,2015,3:11:51,2015,"6,617 mi",490,498 hrs,"289,272 ft"
ae3fb676-3273-4813-b11c-edee97b10d2e,1,38:20,2017,1:52:09,2017,4:14:36,2017,,,186 mi,30,64 hrs,"42,291 ft"
Bondesan76,1,21:03,2017,42:54,2016,1:33:48,2016,3:54:17,2017,"1,225 mi",157,185 hrs,"43,779 ft"
AlanEmmanuel,1,20:34,2015,47:03,2013,1:45:35,2013,,,"2,150 mi",250,219 hrs,"64,738 ft"
rasesa,8,27:55,2017,59:11,2017,2:12:59,2017,5:34:55,2014,"1,330 mi",272,254 hrs,"39,124 ft"
CharlyGLZ,10,30:28,2017,1:13:30,2017,2:58:30,2017,,,"1,416 mi",112,270 hrs,"128,094 ft"
7immyOST,11,29:00,2015,57:32,2015,2:17:26,2015,5:04:42,2015,386 mi,71,94 hrs,"26,064 ft"
aldoreyes,11,21:09,2017,15:16,2017,1:29:42,2017,,,"4,216 mi",427,421 hrs,"79,282 ft"
Alexander-Nuske,11,22:26,2017,45:56,2017,1:51:19,2017,3:48:31,2017,589 mi,87,93 hrs,"4,847 ft"
almahcard,11,30:04,2017,1:01:18,2017,2:31:40,2017,,,271 mi,43,55 hrs,"12,205 ft"
Josantovs,11,22:20,2016,48:15,2016,1:47:29,2016,11:09:29,2016,686 mi,163,213 hrs,"51,247 ft"
ColimaRun,11,,,38:12,2016,1:23:47,2017,2:49:37,2017,"2,416 mi",421,365 hrs,"77,923 ft"
JesusGo!!,11,17:42,2016,38:18,2015,1:54:22,2016,3:07:18,2014,906 mi,139,261 hrs,"168,458 ft"
dimson86,11,20:50,2016,44:17,2015,1:45:23,2013,3:51:25,2016,"2,277 mi",446,452 hrs,"95,768 ft"
dcenturion,11,26:28,2015,54:22,2015,2:15:55,2016,5:10:28,2015,391 mi,313,197 hrs,"2,274 ft"
065e8431-d158-4d7f-b0d0-8036d048f72e,11,17:37,2017,,,1:21:34,2017,,,"1,040 mi",135,126 hrs,"19,384 ft"
fercen,11,16:07,2017,34:09,2017,1:17:45,2016,3:26:54,2016,"1,523 mi",226,203 hrs,"34,473 ft"
JonPax,11,19:03,2016,42:00,2017,1:32:51,2015,3:40:35,2017,916 mi,292,141 hrs,"26,048 ft"
JorgeIbRd,11,16:43,2015,35:41,2015,1:23:52,2015,3:27:58,2017,"2,614 mi",645,393 hrs,"169,789 ft"
TanoMx,11,24:28,2016,52:12,2016,2:00:04,2016,,,698 mi,174,130 hrs,"7,648 ft"
MarekGajRossonero,11,19:27,2017,41:14,2016,1:29:59,2017,3:22:50,2017,"1,362 mi",291,270 hrs,"52,434 ft"
rafaposada,11,23:32,2017,49:07,2017,1:52:42,2015,4:23:59,2017,"1,102 mi",169,167 hrs,"34,062 ft"
grahgj63,11,25:54,2010,1:07:34,2008,2:25:25,2008,,,125 mi,76,36 hrs,0 ft
Rigaleano,11,24:08,2016,48:39,2016,1:46:36,2016,,,458 mi,97,77 hrs,"20,768 ft"
Echacon,11,30:48,2015,1:05:35,2015,2:57:48,2015,,,177 mi,101,63 hrs,"1,696 ft"
CAMTY1982,11,32:16,2018,1:06:54,2018,2:32:13,2018,,,303 mi,73,71 hrs,"6,741 ft"
Mariortegad,11,23:09,2014,52:08,2015,1:56:45,2015,4:28:10,2015,964 mi,270,199 hrs,"18,804 ft"
maverickleybon,11,20:12,2016,42:12,2016,1:33:54,2016,3:29:04,2015,792 mi,117,106 hrs,"19,983 ft"
AleKu,11,21:39,2015,46:44,2016,1:47:02,2015,4:01:07,2016,"1,469 mi",223,249 hrs,"6,745 ft"
GerP81,10,25:32,2016,58:03,2015,1:41:42,2015,,,409 mi,41,36 hrs,"8,458 ft"
ralmarazb,11,20:46,2016,43:25,2017,1:34:23,2017,,,508 mi,81,83 hrs,"21,631 ft"
PabloAvila84,11,25:19,2017,57:46,2017,2:47:33,2017,,,705 mi,134,115 hrs,"9,993 ft"
AndresMonroy,11,19:39,2016,40:45,2016,1:23:29,2014,2:57:33,2016,802 mi,93,96 hrs,"31,859 ft"
Manu4,11,22:31,2015,47:23,2015,1:54:07,2017,4:08:41,2017,"3,232 mi",307,302 hrs,"40,351 ft"
mafmorenodulche,10,29:44,2016,1:01:04,2016,2:13:38,2016,4:33:55,2016,"1,427 mi",357,296 hrs,"41,772 ft"
Aguasp,11,21:13,2016,44:53,2016,1:41:53,2016,3:33:34,2016,341 mi,90,63 hrs,"14,541 ft"
Bernito,11,24:58,2016,59:00,2016,2:16:26,2017,5:06:42,2016,527 mi,163,132 hrs,"20,422 ft"
GualuGD,11,26:39,2015,54:50,2017,2:03:15,2017,,,"2,683 mi",293,306 hrs,"89,350 ft"
Bluemanatee,2,33:53,2017,1:11:58,2017,2:47:31,2017,6:13:06,2017,849 mi,228,197 hrs,"33,239 ft"
Track_Star_Alex,2,20:41,2017,42:48,2017,1:38:58,2017,,,"1,781 mi",385,355 hrs,"15,966 ft"
Bayou_Belle,2,28:09,2017,58:10,2017,2:08:50,2017,,,261 mi,157,80 hrs,"1,990 ft"
Woodland-IT,6,1:51:33,2017,1:51:33,2017,1:51:33,2017,,,126 mi,32,26 hrs,"6,478 ft"
G-C-N,7,33:49,2017,43:06,2018,2:30:01,2018,4:23:03,2018,"4,353 mi",1391,854 hrs,"207,804 ft"
AMCCAULIFF,9,20:50,2016,43:44,2016,1:44:49,2016,,,112 mi,15,15 hrs,"2,780 ft"
littlegain,11,23:43,2017,45:21,2017,1:58:43,2017,,,"1,691 mi",172,309 hrs,"96,992 ft"
BrianAbner,11,21:03,2015,43:56,2015,1:34:00,2015,3:55:54,2016,"1,984 mi",503,433 hrs,"106,700 ft"
DTrib,11,19:58,2017,46:56,2016,1:38:55,2017,,,"1,723 mi",188,126 hrs,"61,687 ft"
065e8431-d158-4d7f-b0d0-8036d048f72e,11,17:37,2017,,,1:21:34,2017,,,"1,040 mi",135,126 hrs,"19,384 ft"
Evan.Fortune,11,20:16,2014,34:23,2015,1:28:50,2015,3:49:24,2016,775 mi,132,115 hrs,"42,246 ft"
kylegs,11,16:56,2014,34:47,2016,1:14:57,2014,2:38:20,2014,"1,793 mi",325,217 hrs,"61,561 ft"
iwheeler,11,16:10,2015,35:29,2015,1:20:52,2015,,,947 mi,192,124 hrs,"15,615 ft"
race-jase,11,15:34,2012,32:06,2013,1:08:55,2016,2:21:51,2015,"2,765 mi",353,313 hrs,"83,490 ft"
turkishdelightt,11,15:47,2015,34:26,2015,1:33:28,2015,,,270 mi,69,40 hrs,"10,902 ft"
maggiehallgren,11,12:41,2016,27:49,2016,1:01:37,2016,2:06:53,2016,972 mi,176,142 hrs,"21,469 ft"
RafalNazar,11,17:28,2012,37:36,2012,1:21:53,2013,2:59:20,2013,"2,814 mi",301,500 hrs,"283,529 ft"
runningrodgers,11,17:34,2016,36:46,2015,1:20:09,2015,2:47:20,2016,"3,319 mi",720,402 hrs,"81,680 ft"
sethacarley,11,16:08,2016,34:11,2016,1:16:31,2015,2:48:24,2016,"1,266 mi",250,179 hrs,"45,016 ft"
SPovlick,11,21:03,2017,44:30,2016,1:33:37,2015,,,579 mi,170,83 hrs,"23,732 ft"
robinsonwp,11,21:55,2016,48:20,2016,1:45:18,2015,3:54:54,2011,"4,148 mi",580,349 hrs,"64,952 ft"
hhall5223,11,16:02,2015,34:12,2016,1:12:59,2016,2:34:00,2015,"4,067 mi",544,507 hrs,"142,000 ft"
Jckristoff,11,24:35,2017,52:34,2017,2:01:36,2018,,,876 mi,165,139 hrs,"34,725 ft"
runnerutah1,11,21:36,2013,48:36,2012,1:42:12,2013,3:57:44,2013,496 mi,96,89 hrs,"17,895 ft"
annemitchell524,11,25:38,2017,53:04,2017,1:54:48,2017,,,803 mi,127,133 hrs,"1,381 ft"
joshua2916,10,19:50,2014,47:30,2011,1:33:31,2011,,,"1,296 mi",199,226 hrs,"84,039 ft"
Derek8619,11,24:12,2018,52:16,2018,1:57:13,2018,5:15:18,2018,"1,235 mi",153,127 hrs,"56,774 ft"
28e48c6b-5383-4dab-9f95-c458a36fc74a,11,21:20,2017,46:43,2017,1:57:57,2017,4:03:26,2017,691 mi,142,144 hrs,"47,259 ft"
JoeFrank1807,11,18:36,2016,39:15,2015,1:41:22,2016,,,419 mi,149,58 hrs,172 ft
JdDowdy.,11,20:24,2017,,,1:44:18,2017,,,"1,075 mi",217,146 hrs,"48,466 ft"
Runrusso,11,17:34,2015,37:10,2016,1:22:05,2016,,,"1,094 mi",206,136 hrs,"1,536 ft"
nomannoone,11,22:01,2015,19:44,2016,1:41:55,2015,3:09:45,2011,"1,402 mi",256,244 hrs,"23,114 ft"
VENISONGOD,11,25:02,2017,1:11:00,2017,2:55:03,2017,6:59:02,2017,"1,356 mi",161,314 hrs,"147,697 ft"
cool_runner,11,26:57,2017,1:06:04,2017,2:11:24,2016,4:35:56,2017,985 mi,157,158 hrs,"31,832 ft"
nzlder,11,20:51,2016,42:56,2016,1:33:58,2016,4:21:03,2016,"1,527 mi",154,385 hrs,"178,341 ft"
timkour,11,23:28,2017,53:18,2016,2:02:30,2016,5:41:05,2016,394 mi,100,83 hrs,"18,855 ft"
Adam_Barnes,11,20:13,2017,41:20,2017,1:44:38,2017,,,"3,086 mi",685,545 hrs,"36,191 ft"
inkdrunnergrl,11,32:45,2017,1:14:36,2016,2:42:55,2017,6:37:11,2016,618 mi,134,143 hrs,"12,129 ft"
angryjogger,11,23:41,2016,54:46,2013,1:54:23,2014,4:08:17,2014,"2,814 mi",484,586 hrs,"132,759 ft"
soveri,11,31:30,2015,1:06:42,2015,2:43:20,2016,,,0 mi,0,0 hrs,0 ft
DaveFox15,11,24:46,2016,53:33,2016,4:23:40,2017,,,739 mi,140,156 hrs,"66,984 ft"
RangersVOL,11,21:02,2017,43:05,2018,1:33:23,2018,3:17:25,2017,"1,197 mi",210,152 hrs,"37,106 ft"
Darkhorse_1,10,20:56,2017,17:00,2015,1:13:36,2015,2:45:22,2014,205 mi,18,25 hrs,"10,686 ft"
cevanskinner,11,,,,,2:09:28,2017,4:45:07,2015,515 mi,178,181 hrs,"28,307 ft"
cfleeman,11,,,,,1:42:38,2015,,,"3,100 mi",281,327 hrs,"21,862 ft"
chrisandfitness,11,18:54,2008,42:39,2015,1:33:57,2015,3:38:00,2006,736 mi,214,127 hrs,"34,334 ft"
EnduranceTourist,11,28:14,2016,1:00:27,2013,1:56:45,2013,4:21:43,2013,"2,128 mi",425,345 hrs,"51,431 ft"
NutMegz83,11,28:35,2015,57:12,2015,2:03:03,2015,,,685 mi,132,159 hrs,"18,038 ft"
RunnerGirlMelissa,11,20:41,2016,47:14,2016,1:32:26,2016,3:24:24,2016,"2,416 mi",441,335 hrs,"62,921 ft"
mj.utah,11,27:53,2016,1:01:09,2016,2:16:17,2016,,,167 mi,20,44 hrs,"5,627 ft"
ShortRoundandFast,11,27:35,2016,55:33,2016,1:59:34,2016,4:40:37,2016,47 mi,14,10 hrs,30 ft
sinathemonkey,11,23:42,2012,48:52,2011,1:44:50,2012,3:46:34,2012,,,,
valruns01,11,20:28,2017,41:57,2017,1:32:46,2017,3:22:11,2017,"2,466 mi",315,403 hrs,"169,765 ft"
Vance88,11,17:37,2017,35:49,2015,1:17:52,2015,2:58:51,2016,978 mi,136,127 hrs,"37,270 ft"
Zachimus,11,16:18,2017,37:16,2017,1:27:22,2017,2:59:02,2017,"3,244 mi",327,326 hrs,"97,130 ft"
girlarch,11,36:15,2015,,,2:29:37,2016,5:43:56,2015,309 mi,47,98 hrs,"12,809 ft"
johnnyahn,11,3:46.8,2016,9:21.3,2016,1:20:02,2014,3:14:23,2014,159 mi,13,26 hrs,"14,459 ft"
runval86,11,,,,,1:25:16,2017,3:04:10,2017,"2,124 mi",328,285 hrs,"32,163 ft"
bc6daf1e-d4dd-4023-bee3-c4d43d5dff53,11,26:37,2017,1:19:30,2018,2:54:30,2018,,,112 mi,34,24 hrs,"3,048 ft"
dhauser77,11,18:53,2015,43:21,2015,1:46:59,2016,4:43:43,2015,668 mi,170,96 hrs,"29,273 ft"
E29Torres,11,19:33,2017,45:26,2017,1:41:23,2017,,,"8,605 mi",566,611 hrs,"95,609 ft"
harristsafaras,11,20:39,2017,48:26,2017,1:46:54,2017,,,510 mi,171,103 hrs,"28,384 ft"
JayWard,11,20:55,2014,46:56,2017,1:41:09,2017,,,"2,223 mi",310,236 hrs,"43,490 ft"
BubblesTheClowne,11,20:58,2016,49:45,2017,1:51:59,2016,3:53:00,2016,720 mi,195,187 hrs,"37,537 ft"
ocrchic,11,26:12,2016,56:10,2016,2:08:18,2016,5:44:10,2016,15 mi,3,8 hrs,"4,003 ft"
Sandman357,11,22:03,2015,47:17,2016,1:41:40,2013,3:50:26,2013,"1,507 mi",378,244 hrs,"17,079 ft"
Mike.n,11,21:57,2013,46:40,2012,1:44:41,2013,,,325 mi,72,78 hrs,"14,265 ft"
Maley1974,11,3:58.6,2017,47:08,2017,3:00:03,2017,,,578 mi,148,124 hrs,"36,040 ft"
Alexie.NYC,11,31:56,2015,1:05:15,2017,2:34:57,2017,7:22:45,2015,522 mi,79,114 hrs,"8,062 ft"
rakuhn407,11,26:32,2017,59:50,2015,2:14:18,2016,,,"3,851 mi",1164,528 hrs,"34,373 ft"
robidy,11,27:00,2015,48:25,2014,1:53:51,2014,4:08:27,2013,"1,265 mi",280,215 hrs,"9,462 ft"
OCRslayer,11,22:42,2017,46:03,2017,1:40:08,2017,,,516 mi,167,159 hrs,"40,728 ft"
SnowBurpee,11,29:05,2017,1:08:29,2017,4:30:37,2016,,,"1,514 mi",111,191 hrs,"84,536 ft"
9a316fab-a131-4ca7-bb77-5bef6cfb761d,11,22:53,2017,1:19:56,2017,3:43:36,2017,12:12:00,2017,382 mi,129,190 hrs,"79,101 ft"
YoSpartanRace,11,20:51,2016,42:07,2016,1:46:37,2016,,,55 mi,17,8 hrs,712 ft
stolii,11,28:12,2017,1:00:18,2016,2:25:14,2017,,,397 mi,71,72 hrs,"16,864 ft"
SaiyanBeast,10,29:12,2018,1:29:13,2018,3:29:04,2018,,,"1,275 mi",534,381 hrs,"127,146 ft"
Cole18031,10,19:23,2016,,,2:04:31,2016,,,"1,166 mi",97,103 hrs,"34,320 ft"
MeatheadSpartan,10,22:51,2015,51:01,2015,1:48:25,2015,5:03:17,2015,"1,274 mi",719,476 hrs,"48,132 ft"
0luva,11,28:10,2015,57:40,2015,2:09:14,2015,5:44:41,2015,0 mi,0,0 hrs,0 ft
Bondesan76,11,21:03,2017,42:54,2016,1:33:48,2016,3:54:17,2017,"1,225 mi",157,185 hrs,"43,779 ft"
AmberNoel19,11,34:21,2015,1:14:21,2015,3:00:06,2015,,,42 mi,15,15 hrs,"1,588 ft"
DougJe,11,23:37,2016,51:08,2016,1:53:38,2016,,,445 mi,57,53 hrs,"4,791 ft"
edsonis,11,16:33,2017,36:00,2017,1:25:11,2013,,,946 mi,291,107 hrs,"31,745 ft"
JasonOtt,11,24:18,2016,52:11,2016,1:58:22,2017,5:35:56,2016,"1,438 mi",308,264 hrs,"35,774 ft"
jvukitsftrt,11,20:16,2017,36:43,2014,1:27:07,2014,3:26:16,2017,"2,360 mi",334,293 hrs,"29,797 ft"
mr.silva,11,27:45,2015,59:50,2014,2:24:16,2016,5:24:56,2016,658 mi,153,97 hrs,"8,278 ft"
Matt_Spivey_RWB,11,23:22,2016,48:47,2014,1:52:14,2015,,,426 mi,73,73 hrs,"9,941 ft"
Pinki666,11,21:36,2014,46:14,2014,1:53:22,2014,3:58:11,2014,31 mi,20,5 hrs,"2,126 ft"
Ryan.Phillips,11,22:33,2017,48:13,2017,1:44:02,2017,,,847 mi,261,162 hrs,"66,772 ft"
Sdwcam01,11,23:18,2017,46:47,2017,1:55:54,2017,11:04:32,2017,841 mi,421,359 hrs,"105,830 ft"
Spidey-MWV,11,,,25:35,2016,57:48,2016,,,253 mi,82,47 hrs,"5,040 ft"
triathlete415,11,21:49,2013,50:40,2016,1:26:22,2016,5:42:32,2016,"1,487 mi",245,284 hrs,"136,652 ft"
franklin_ocr,10,20:37,2015,45:38,2015,1:42:22,2017,3:58:16,2015,"1,800 mi",153,243 hrs,"198,257 ft"
BobbyNabeyama,11,20:19,2016,44:37,2016,2:13:41,2017,4:47:47,2017,"1,879 mi",373,395 hrs,"122,757 ft"
e7leatherneck,11,22:28,2017,49:24,2017,1:52:15,2017,,,"1,547 mi",230,253 hrs,"40,545 ft"
latibeast!!,11,20:37,2017,41:51,2017,1:30:54,2017,4:04:28,2015,818 mi,157,150 hrs,"44,873 ft"
paijebeth,10,22:32,2017,49:15,2017,1:50:36,2017,3:57:51,2016,"1,431 mi",265,207 hrs,"28,413 ft"
theorangepencil,11,24:02,2017,49:04,2017,1:47:53,2017,,,678 mi,102,103 hrs,"35,141 ft"
KRUNNER48,9,36:36,2015,1:18:34,2015,3:09:32,2016,,,179 mi,55,45 hrs,"1,474 ft"
AliceStJames,10,22:25,2015,47:32,2015,1:47:34,2017,4:12:18,2016,"2,353 mi",420,312 hrs,"17,038 ft"
bvjames,10,21:35,2017,45:03,2017,1:40:51,2016,3:44:33,2015,"2,288 mi",225,373 hrs,"167,018 ft"
deckerwmu,11,19:27,2017,46:06,2015,1:39:20,2015,4:17:55,2013,890 mi,216,118 hrs,"8,033 ft"
TechFed87,11,23:16,2016,50:54,2016,1:55:29,2016,4:07:42,2016,763 mi,148,143 hrs,"52,500 ft"
GatesB,11,22:45,2017,49:30,2017,1:45:54,2017,4:05:21,2017,"1,556 mi",286,249 hrs,"16,842 ft"
Crystal1721,11,21:07,2016,42:58,2016,1:47:36,2017,4:04:51,2015,383 mi,77,60 hrs,962 ft
royerd,11,25:56,2014,52:14,2014,1:52:07,2014,,,642 mi,150,126 hrs,"37,439 ft"
dcarpentier,11,26:00,2011,53:24,2012,2:15:20,2012,,,239 mi,95,46 hrs,"10,143 ft"
Skeneg,11,19:46,2014,42:24,2013,1:34:43,2015,3:14:56,2015,"1,809 mi",254,235 hrs,"39,221 ft"
HoytL,11,23:17,2015,49:43,2015,1:49:34,2015,6:13:19,2017,225 mi,41,43 hrs,"6,151 ft"
Deerfoot95,11,21:40,2017,47:18,2017,1:49:32,2017,,,"1,738 mi",384,271 hrs,"9,504 ft"
jeffvanderkooi,11,20:34,2012,42:48,2012,1:32:11,2012,,,0 mi,0,0 hrs,0 ft
mbunting78,11,21:50,2017,45:09,2017,1:47:10,2017,4:20:52,2017,"1,254 mi",216,195 hrs,"29,710 ft"
Bromleym1977,11,20:53,2017,44:30,2016,1:40:06,2018,4:18:56,2016,"1,845 mi",308,277 hrs,"36,362 ft"
mattpuett,11,19:17,2016,44:41,2016,1:35:32,2014,3:41:33,2016,"1,008 mi",177,162 hrs,"38,241 ft"
PaulKing414,11,20:48,2015,43:32,2015,1:38:45,2015,3:43:37,2015,0 mi,0,0 hrs,0 ft
RebeccaEmma,11,22:35,2016,45:49,2013,1:45:53,2017,3:51:59,2017,"1,049 mi",276,215 hrs,"43,239 ft"
scottc30,11,23:35,2017,43:50,2016,1:41:00,2016,3:47:41,2016,"1,496 mi",227,207 hrs,"15,257 ft"
VanLooRunning,11,18:52,2013,41:18,2017,1:32:14,2017,3:12:34,2017,"2,445 mi",391,341 hrs,"136,004 ft"
Tammy324,11,17:53,2014,37:28,2014,1:22:04,2014,2:53:41,2015,,,,
caseyhogan6207,11,21:17,2015,44:09,2016,1:34:48,2016,3:45:32,2016,"2,292 mi",295,353 hrs,"26,522 ft"
e.dahl,11,21:40,2015,44:59,2015,1:43:46,2015,4:16:52,2015,0 mi,0,0 hrs,0 ft
fraserdave45,11,23:54,2017,48:24,2017,1:48:02,2017,4:13:37,2014,"3,407 mi",355,330 hrs,"65,698 ft"
kverrett,11,22:39,2012,48:22,2013,1:47:29,2013,,,"1,470 mi",373,241 hrs,"9,197 ft"
